idx,x1,y1,x2,y2,x3,y3
0, 0.24886774612940596, -1.3908743853652616, -10.767361264936554, -6.188709634429361, 20.685454897479936, 2.7335032715597074
1, 0.006985085002606886, 2.1841084417148733, 0.18126020339928223, 10.471746169274367, 13.948784119173869, -15.164397747973924
2, 0.09659938750783026, -1.2313982113956408, 2.5884830362514095, -12.123097053285974, -18.821528892476916, 12.312252504239796
3, -0.9930118509809096, -2.1588246540056333, 6.696544317386197, -7.801396295600249, 12.920974860793992, -17.191946565048607
4, 1.1993528929036292, -1.6180877326338903, 7.234641005142824, 7.890282290864414, -10.599357253215597, 19.158646401204297
5, -0.059762055347092884, -0.9335478728387621, -7.707633648755814, -9.436218261487856, -5.359783457400362, 19.945515753513877
6, -0.036023078119154374, -0.2692360277977379, -1.5575511031158187, -11.33525399543868, 18.577808498367926, -7.81304607000408
7, -0.12146357720254713, -0.07148507024629872, 7.513904624282681, -7.797952723369063, 14.363424276449098, 15.683194206230212
8, 0.21607975726309922, 1.803124154009805, 10.865828085144583, 4.189949463565892, 9.326155070115455, 18.991445256025727
9, 1.8013746353490365, -0.8719437346080837, 0.1282917606838655, 12.394585404781463, -5.092558520072266, 19.888753124593496
10, 0.05322057364488594, 0.20797254361424816, -12.445884660589675, -2.2747259397149207, 9.563937299413817, 19.27958201537576
11, 1.6981200250747406, -0.6064835412211673, -0.6445407781746203, 10.006288087312555, 20.51517219299538, 2.699761371174918
12, 0.07176803741472361, -0.00030916640347107446, -6.408358737079745, 9.537467507053949, 21.617767115146773, -0.05844885063639849
13, -2.275603162041467, -0.029775378381641942, -3.4365788806901216, 9.48420728899823, -21.04077927147298, -9.255937798410125
14, -0.2751379232085971, 0.3186344762712908, -8.22132818876957, -9.537748956946862, 17.829529857860507, -11.44920639133812
15, 1.1721067443632953, 0.6406221516618633, -8.771951595277129, 5.7649740173687976, -13.377329910604667, 17.74810870115644
16, -0.6203891961261244, 0.011192292008869564, -10.389802364558136, -2.6845518118044196, -8.496844467920749, -19.418419297279502
17, -0.6761386649867331, 0.016034824650545496, 11.704453968344488, -5.34902765592957, 13.35114406694572, -15.394507701203672
18, -0.16660032774445152, -0.13370572271618364, -4.033978032124927, 11.91555514242471, 22.230051476991736, -5.811084576233773
19, 0.062482476167180626, 0.2016841878849635, 8.857876978605637, -7.682112282953528, 4.296946372178879, 22.37567201497332
20, -0.5417977848330943, -1.0589595348169392, 12.18703741450889, 2.6346955107401917, 18.689162887107866, 10.22490325300254
21, 0.4939639027656268, -0.13007714503150117, -5.123670790689527, -9.858697883033738, -18.284057852542716, 11.439873142058547
22, 0.10815738819304042, 0.18338954324645043, 9.748737834371038, 2.8144400949833783, -10.325387680173732, 18.35592697365562
